product_id,product_name,category,brand,unit_price,stock_quantity
P00429,Samsung Year Book-527,Books,Samsung,595.12,3071
P00430,Lego Collection Toys-956,Toys,Lego,87.66,2949
P00431,Penguin Plan Elec-732,Electronics,Penguin,36.12,4188
P00432,Dyson Court Book-481,Books,Dyson,1045.86,3507
P00433,Nestle Edge Book-650,Books,Nestle,1337.5,1742
P00434,Zara Use Groc-816,Groceries,Zara,1451.2,4781
P00435,Philips Serve Clot-716,Clothing,Philips,466.02,2183
P00436,Nestle Inside Spor-255,Sports,Nestle,1315.12,4862
P00437,Sony Win Elec-295,Electronics,Sony,491.77,1248
P00438,Sony Beyond Clot-909,Clothing,Sony,1151.62,4640
P00439,Reebok Travel Toys-967,Toys,Reebok,32.32,1021
P00440,IKEA Discover Elec-566,Electronics,IKEA,636.76,2228
P00441,Nike Over Groc-882,Groceries,Nike,1155.08,2527
P00442,L'Oreal Break Home-791,Home & Kitchen,L'Oreal,980.2,1379
P00443,Nike Care Clot-176,Clothing,Nike,1221.03,4758
P00444,IKEA Cup Elec-547,Electronics,IKEA,973.8,1094
P00445,Nestle Million Spor-560,Sports,Nestle,292.25,4523
P00446,Reebok Main Clot-324,Clothing,Reebok,1422.81,2042
P00447,Zara Environment Elec-650,Electronics,Zara,368.82,2155
P00448,IKEA Himself Book-355,Books,IKEA,738.69,107
P00449,L'Oreal Piece Spor-495,Sports,L'Oreal,329.21,1606
P00450,Apple Quite Home-553,Home & Kitchen,Apple,400.07,1256
P00451,Lego Per Book-427,Books,Lego,608.09,4525
P00452,Lego Near Toys-878,Toys,Lego,799.55,2733
P00453,Samsung Finish Elec-150,Electronics,Samsung,1074.71,4556
P00454,Philips Remember Book-816,Books,Philips,1131.72,4460
P00455,Penguin Blue Clot-580,Clothing,Penguin,1249.09,435
P00456,H&M Scene Clot-421,Clothing,H&M,407.98,4452
P00457,Nestle Since Book-653,Books,Nestle,164.26,404
P00458,Nestle Despite Groc-735,Groceries,Nestle,1450.1,2242
P00459,Reebok Where Clot-388,Clothing,Reebok,1320.46,4256
P00460,Penguin White Clot-785,Clothing,Penguin,1137.74,935
P00461,L'Oreal Energy Beau-537,Beauty,L'Oreal,612.47,4887
P00462,L'Oreal Moment Book-213,Books,L'Oreal,683.94,291
P00463,H&M Its Elec-955,Electronics,H&M,612.97,2977
P00464,H&M Worry Toys-244,Toys,H&M,1366.49,3202
P00465,Apple Month Toys-666,Toys,Apple,546.23,2569
P00466,Adidas Like Book-895,Books,Adidas,1311.28,3268
P00467,Nestle Act Spor-921,Sports,Nestle,746.93,3551
P00468,Zara Good Book-735,Books,Zara,1334.72,4911
P00469,IKEA Whom Elec-778,Electronics,IKEA,346.8,2306
P00470,Adidas Rule Home-921,Home & Kitchen,Adidas,843.75,3505
P00471,IKEA Mouth Home-490,Home & Kitchen,IKEA,646.41,2206
P00472,Zara Start Beau-761,Beauty,Zara,166.03,3211
P00473,L'Oreal Activity Clot-494,Clothing,L'Oreal,1330.3,4494
P00474,Lego Might Spor-323,Sports,Lego,1069.92,4403
P00475,Dyson Particular Elec-483,Electronics,Dyson,1129.03,1644
P00476,Dyson Attorney Clot-469,Clothing,Dyson,127.68,1635
P00477,Dyson Son Clot-301,Clothing,Dyson,521.52,931
P00478,Nestle Another Clot-104,Clothing,Nestle,249.95,4151
P00479,Nestle Production Beau-292,Beauty,Nestle,449.16,3737
P00480,Nestle Suffer Spor-274,Sports,Nestle,1123.47,1856
P00481,Nestle Some Clot-881,Clothing,Nestle,573.48,4998
P00482,Apple Interview Toys-264,Toys,Apple,1322.27,2836
P00483,Dyson Through Book-635,Books,Dyson,1483.78,2239
P00484,Nike Put Spor-320,Sports,Nike,953.7,2573
P00485,L'Oreal Himself Groc-115,Groceries,L'Oreal,793.94,2518
P00486,L'Oreal By Groc-128,Groceries,L'Oreal,1298.55,1599
P00487,IKEA Various Groc-688,Groceries,IKEA,944.54,854
P00488,Penguin All Groc-517,Groceries,Penguin,515.61,3973
P00489,Lego Tell Elec-227,Electronics,Lego,762.63,1989
P00490,L'Oreal Late Beau-252,Beauty,L'Oreal,496.55,707
P00491,Zara Example Elec-423,Electronics,Zara,394.74,2565
P00492,Zara Amount Clot-778,Clothing,Zara,193.42,855
P00493,Philips Mission Book-232,Books,Philips,773.23,3538
P00494,L'Oreal Also Spor-660,Sports,L'Oreal,380.39,546
P00495,H&M Look Toys-891,Toys,H&M,135.25,3698
P00496,Philips News Elec-951,Electronics,Philips,976.87,3118
P00497,Zara Democratic Beau-220,Beauty,Zara,459.9,2665
P00498,Adidas Sort Spor-604,Sports,Adidas,1035.19,2863
P00499,Samsung Note Home-198,Home & Kitchen,Samsung,1229.39,3122
P00500,L'Oreal Responsibility Clot-545,Clothing,L'Oreal,1411.46,894
P00501,Dyson Quite Toys-405,Toys,Dyson,1490.62,2872
P00502,Adidas Fish Groc-292,Groceries,Adidas,715.37,4241
P00503,Samsung Let Beau-841,Beauty,Samsung,930.53,1651
P00504,Nike Nice Beau-744,Beauty,Nike,739.63,563
P00505,Zara Side Elec-105,Electronics,Zara,733.0,4700
P00506,Nestle Exist Book-757,Books,Nestle,157.68,2450
P00507,Nike Music Book-419,Books,Nike,876.39,808
P00508,Zara Deal Beau-977,Beauty,Zara,1037.4,2942
P00509,Apple Support Book-893,Books,Apple,288.18,3984
P00510,Lego Action Spor-662,Sports,Lego,59.23,3825
P00511,Zara Drive Home-503,Home & Kitchen,Zara,642.37,638
P00512,Apple Environmental Elec-363,Electronics,Apple,365.65,4263
P00513,Lego Nation Clot-947,Clothing,Lego,813.6,4337
P00514,H&M Thought Home-579,Home & Kitchen,H&M,1071.7,1600
P00515,H&M Specific Elec-708,Electronics,H&M,908.18,3732
P00516,Reebok Have Elec-419,Electronics,Reebok,1086.57,3155
P00517,L'Oreal Maintain Beau-448,Beauty,L'Oreal,9.78,179
P00518,Lego Different Elec-787,Electronics,Lego,8.85,2929
P00519,Dyson Lead Clot-724,Clothing,Dyson,923.93,4191
P00520,H&M Wonder Clot-625,Clothing,H&M,721.71,1728
P00521,Samsung Tree Elec-281,Electronics,Samsung,742.0,3093
P00522,Sony Get Spor-242,Sports,Sony,1212.61,3743
P00523,IKEA Receive Home-311,Home & Kitchen,IKEA,1174.33,1818
P00524,Zara Feel Toys-977,Toys,Zara,489.33,2144
P00525,IKEA Road Spor-764,Sports,IKEA,581.82,367
P00526,Zara Resource Book-149,Books,Zara,394.24,1915
P00527,Adidas Account Book-435,Books,Adidas,1265.8,1345
P00528,Reebok Trip Toys-944,Toys,Reebok,987.06,2998
P00529,Zara Film Beau-310,Beauty,Zara,83.36,2817
P00530,Zara Understand Spor-579,Sports,Zara,1333.49,2500
P00531,Nike Everybody Book-299,Books,Nike,1017.17,2840
P00532,L'Oreal Pressure Toys-248,Toys,L'Oreal,634.1,3111
P00533,Sony Carry Elec-126,Electronics,Sony,917.03,3755
P00534,Nestle Measure Home-361,Home & Kitchen,Nestle,1324.31,2574
P00535,L'Oreal Crime Clot-770,Clothing,L'Oreal,1050.32,937
P00536,L'Oreal My Toys-193,Toys,L'Oreal,1187.72,4980
P00537,Sony Article Clot-304,Clothing,Sony,654.13,3439
P00538,Sony Possible Beau-150,Beauty,Sony,1460.31,1281
P00539,Philips Action Book-395,Books,Philips,1328.39,1419
P00540,Samsung Current Toys-143,Toys,Samsung,622.04,4423
P00541,IKEA Buy Home-293,Home & Kitchen,IKEA,783.36,1668
P00542,H&M Trial Book-573,Books,H&M,915.77,1537
P00543,Philips Live Book-686,Books,Philips,454.41,4606
P00544,IKEA Once Home-433,Home & Kitchen,IKEA,100.37,3953
P00545,H&M Trouble Beau-597,Beauty,H&M,486.5,4886
P00546,Zara Tell Beau-555,Beauty,Zara,690.33,3261
P00547,Penguin Move Book-204,Books,Penguin,247.77,4203
P00548,Lego Election Book-306,Books,Lego,806.42,3507
P00549,Lego Strong Groc-533,Groceries,Lego,523.84,3719
P00550,Adidas Record Elec-182,Electronics,Adidas,1104.1,641
P00551,IKEA Stock Home-742,Home & Kitchen,IKEA,111.71,1839
P00552,Penguin In Groc-904,Groceries,Penguin,319.26,2144
P00553,Nike Suggest Home-408,Home & Kitchen,Nike,434.42,4188
P00554,H&M Establish Spor-911,Sports,H&M,507.0,2716
P00555,L'Oreal Else Groc-677,Groceries,L'Oreal,762.18,1892
P00556,Philips Sister Toys-632,Toys,Philips,1456.01,4603
P00557,Penguin Yourself Home-254,Home & Kitchen,Penguin,560.6,2345
P00558,Samsung Beautiful Spor-738,Sports,Samsung,1286.38,2798
P00559,Philips Later Spor-873,Sports,Philips,512.73,524
P00560,Nike Mind Book-601,Books,Nike,297.55,2347
P00561,Lego Size Toys-970,Toys,Lego,36.76,3543
P00562,Sony Natural Home-361,Home & Kitchen,Sony,707.96,2932
P00563,Reebok Gas Groc-428,Groceries,Reebok,625.74,863
P00564,Apple Skin Elec-147,Electronics,Apple,998.36,629
P00565,Reebok Probably Elec-318,Electronics,Reebok,1229.77,1329
P00566,Philips Morning Home-205,Home & Kitchen,Philips,1075.02,1717
P00567,Penguin Them Book-209,Books,Penguin,272.4,3420
P00568,IKEA Example Spor-295,Sports,IKEA,234.16,2908
P00569,Nike Yourself Beau-368,Beauty,Nike,1464.38,1345
P00570,H&M Every Toys-336,Toys,H&M,943.71,3378
P00571,Nike Example Home-402,Home & Kitchen,Nike,399.79,1662
P00572,Nike Visit Groc-444,Groceries,Nike,970.76,2184
P00573,Nike Analysis Book-954,Books,Nike,928.7,4001
P00574,Nestle Ok Groc-663,Groceries,Nestle,752.55,264
P00575,Dyson Or Clot-227,Clothing,Dyson,960.1,4960
P00576,Adidas Reason Clot-282,Clothing,Adidas,636.95,2445
P00577,Adidas Page Home-279,Home & Kitchen,Adidas,1060.85,3221
P00578,Penguin Wear Spor-463,Sports,Penguin,1190.67,3395
P00579,Adidas Four Elec-296,Electronics,Adidas,1077.3,4609
P00580,Nike Situation Spor-135,Sports,Nike,1315.19,2795
P00581,Nike People Groc-681,Groceries,Nike,685.2,1441
P00582,Sony Dinner Spor-661,Sports,Sony,154.78,2402
P00583,Penguin Agent Book-240,Books,Penguin,683.83,4580
P00584,Lego Decision Groc-754,Groceries,Lego,1168.39,3120
P00585,Philips Cultural Elec-286,Electronics,Philips,1318.86,2701
P00586,L'Oreal Process Toys-122,Toys,L'Oreal,1481.22,4778
P00587,Samsung Along Spor-737,Sports,Samsung,919.87,4375
P00588,Apple Main Toys-721,Toys,Apple,1467.43,4912
P00589,Samsung Produce Book-593,Books,Samsung,1045.31,3576
P00590,Zara Very Groc-501,Groceries,Zara,856.4,4970
P00591,Dyson Hot Spor-637,Sports,Dyson,1426.29,4665
P00592,Philips Least Clot-742,Clothing,Philips,854.38,4603
P00593,L'Oreal Accept Groc-498,Groceries,L'Oreal,180.97,1920
P00594,Zara Through Clot-812,Clothing,Zara,994.89,295
P00595,L'Oreal Sell Home-193,Home & Kitchen,L'Oreal,546.61,926
P00596,H&M Thank Groc-434,Groceries,H&M,781.96,3247
P00597,Philips Guess Spor-563,Sports,Philips,320.05,1674
P00598,IKEA Clear Spor-584,Sports,IKEA,56.21,4134
P00599,Lego Land Toys-544,Toys,Lego,754.92,4366
P00600,H&M President Book-652,Books,H&M,1250.82,2200
P00601,Nike Probably Spor-191,Sports,Nike,580.88,549
P00602,Sony Statement Elec-787,Electronics,Sony,1042.6,2904
P00603,L'Oreal Arm Clot-817,Clothing,L'Oreal,925.54,3781
P00604,Reebok Capital Spor-728,Sports,Reebok,1402.63,2979
P00605,Sony Six Beau-305,Beauty,Sony,121.86,2784
P00606,Nestle High Book-607,Books,Nestle,104.25,370
P00607,Dyson Cold Spor-156,Sports,Dyson,1497.43,1178
P00608,Penguin Design Groc-687,Groceries,Penguin,624.44,4564
P00609,Apple These Book-492,Books,Apple,916.68,4979
P00610,Penguin Which Spor-988,Sports,Penguin,784.49,1669
P00611,Philips Range Beau-264,Beauty,Philips,286.56,2144
P00612,Reebok Always Beau-441,Beauty,Reebok,254.76,830
P00613,Penguin Way Home-824,Home & Kitchen,Penguin,1305.37,4490
P00614,Samsung Case Toys-534,Toys,Samsung,212.72,40
P00615,Apple Policy Clot-145,Clothing,Apple,1024.77,391
P00616,Penguin Yourself Clot-227,Clothing,Penguin,1198.27,2473
P00617,L'Oreal Piece Clot-102,Clothing,L'Oreal,540.61,488
P00618,Samsung Reason Book-781,Books,Samsung,123.38,1983
P00619,Nestle Prevent Beau-744,Beauty,Nestle,412.76,1323
P00620,Philips Interest Toys-324,Toys,Philips,1176.47,2086
P00621,Philips I Clot-287,Clothing,Philips,261.77,3374
P00622,Nestle Deal Beau-238,Beauty,Nestle,483.79,2186
P00623,Sony Discuss Spor-688,Sports,Sony,1110.99,1460
P00624,Penguin Against Beau-316,Beauty,Penguin,901.54,3259
P00625,H&M Plan Elec-396,Electronics,H&M,194.1,214
P00626,Nestle Test Clot-389,Clothing,Nestle,1063.21,2264
P00627,Penguin Vote Home-788,Home & Kitchen,Penguin,359.74,4679
P00628,Apple Company Toys-766,Toys,Apple,509.43,1521
P00629,Reebok Whether Groc-932,Groceries,Reebok,1420.86,3543
P00630,Samsung Else Home-682,Home & Kitchen,Samsung,151.35,4496
P00631,IKEA Help Clot-256,Clothing,IKEA,463.45,3147
P00632,Nike To Toys-365,Toys,Nike,1326.15,4398
P00633,Zara Instead Elec-923,Electronics,Zara,734.87,1322
P00634,Zara Head Elec-880,Electronics,Zara,1263.88,4808
P00635,Zara Evidence Elec-545,Electronics,Zara,1012.74,2932
P00636,H&M About Clot-950,Clothing,H&M,1030.99,634
P00637,Nestle Election Clot-449,Clothing,Nestle,975.83,1931
P00638,Nestle All Clot-156,Clothing,Nestle,207.23,2869
P00639,Adidas Less Spor-610,Sports,Adidas,899.83,13
P00640,Samsung Picture Toys-415,Toys,Samsung,1347.68,1930
P00641,Reebok Question Groc-590,Groceries,Reebok,1381.93,4508
P00642,IKEA Personal Groc-887,Groceries,IKEA,554.85,3827
P00643,Nestle Buy Clot-241,Clothing,Nestle,58.03,940
P00644,Adidas Suggest Book-345,Books,Adidas,344.6,60
P00645,Philips Head Spor-989,Sports,Philips,283.6,3135
P00646,L'Oreal Face Toys-555,Toys,L'Oreal,1146.41,550
P00647,Philips Support Spor-341,Sports,Philips,109.56,822
P00648,Nike Study Book-709,Books,Nike,624.76,1857
P00649,Apple Thought Beau-868,Beauty,Apple,1185.44,2466
P00650,IKEA As Home-522,Home & Kitchen,IKEA,985.72,1617
P00651,Penguin Summer Clot-409,Clothing,Penguin,1325.55,144
P00652,Adidas Couple Elec-757,Electronics,Adidas,1444.94,2549
P00653,Adidas Result Clot-177,Clothing,Adidas,536.89,3120
P00654,Adidas Major Book-979,Books,Adidas,1230.63,3106
P00655,Nestle Detail Toys-190,Toys,Nestle,314.69,2507
P00656,Philips Window Toys-822,Toys,Philips,297.64,683
P00657,Penguin Common Beau-272,Beauty,Penguin,279.7,1111
P00658,IKEA Agree Spor-432,Sports,IKEA,1031.97,2529
P00659,Sony Buy Book-291,Books,Sony,1236.67,4879
P00660,Reebok Child Groc-727,Groceries,Reebok,854.34,2094
P00661,Penguin Trial Toys-548,Toys,Penguin,686.82,4503
P00662,Dyson Production Spor-326,Sports,Dyson,523.05,977
P00663,Samsung Politics Groc-799,Groceries,Samsung,584.4,53
P00664,L'Oreal Heavy Toys-190,Toys,L'Oreal,219.77,625
P00665,L'Oreal Dinner Book-141,Books,L'Oreal,237.56,2140
P00666,Apple Better Groc-309,Groceries,Apple,17.46,3707
P00667,Samsung Open Book-209,Books,Samsung,602.81,1161
P00668,Dyson Will Groc-121,Groceries,Dyson,1438.15,2206
P00669,L'Oreal General Clot-204,Clothing,L'Oreal,1299.15,2836
P00670,Lego Above Home-719,Home & Kitchen,Lego,944.65,1646
P00671,Philips Age Toys-404,Toys,Philips,254.85,1251
P00672,IKEA Final Clot-994,Clothing,IKEA,612.3,2142
P00673,L'Oreal Career Book-307,Books,L'Oreal,584.33,3425
P00674,Zara Deep Groc-543,Groceries,Zara,720.74,2504
P00675,Nestle Bar Toys-744,Toys,Nestle,1283.97,1523
P00676,Zara Red Toys-626,Toys,Zara,615.46,1593
P00677,Philips Yourself Elec-906,Electronics,Philips,138.04,1904
P00678,Adidas Night Spor-235,Sports,Adidas,734.83,4595
P00679,Reebok Challenge Home-196,Home & Kitchen,Reebok,1245.63,9
P00680,Dyson Scene Home-527,Home & Kitchen,Dyson,1001.09,3964
P00681,Zara American Clot-680,Clothing,Zara,580.28,2429
P00682,Zara Son Beau-196,Beauty,Zara,1286.37,2882
P00683,L'Oreal Room Clot-852,Clothing,L'Oreal,692.18,3460
P00684,Lego Too Clot-856,Clothing,Lego,67.21,1710
P00685,Zara If Beau-434,Beauty,Zara,1462.14,1230
P00686,Samsung Worker Toys-938,Toys,Samsung,630.99,1506
P00687,Apple Nation Home-569,Home & Kitchen,Apple,851.62,3309
P00688,L'Oreal Card Clot-897,Clothing,L'Oreal,131.51,88
P00689,Lego System Toys-171,Toys,Lego,1010.25,3019
P00690,Zara When Home-294,Home & Kitchen,Zara,241.24,2763
P00691,Apple Around Groc-713,Groceries,Apple,73.72,4482
P00692,Reebok Fish Book-144,Books,Reebok,638.21,122
P00693,Samsung Newspaper Spor-933,Sports,Samsung,1056.65,1823
P00694,Sony Two Beau-866,Beauty,Sony,1433.77,583
P00695,IKEA Capital Clot-150,Clothing,IKEA,210.28,1741
P00696,H&M Station Elec-963,Electronics,H&M,976.7,1919
P00697,Dyson Room Book-687,Books,Dyson,1249.43,797
P00698,Zara Alone Home-741,Home & Kitchen,Zara,235.31,288
P00699,IKEA Our Groc-250,Groceries,IKEA,299.51,1676
P00700,Penguin Economy Spor-853,Sports,Penguin,832.4,1823
P00701,Zara Where Spor-653,Sports,Zara,927.83,2943
P00702,Nike Arrive Clot-815,Clothing,Nike,184.34,1975
P00703,Reebok Where Groc-859,Groceries,Reebok,707.03,1995
P00704,Zara Half Groc-261,Groceries,Zara,661.3,3832
P00705,Nestle Finish Toys-646,Toys,Nestle,1233.32,2014
P00706,Samsung Nice Toys-750,Toys,Samsung,829.27,2400
P00707,IKEA Field Home-707,Home & Kitchen,IKEA,1156.7,3343
P00708,Nike Section Book-411,Books,Nike,387.31,2131
P00709,Penguin List Toys-570,Toys,Penguin,409.77,193
P00710,IKEA Director Toys-939,Toys,IKEA,39.71,4324
P00711,L'Oreal Whole Clot-792,Clothing,L'Oreal,1015.98,4563
P00712,Reebok Name Beau-679,Beauty,Reebok,923.53,1010
P00713,IKEA Her Groc-151,Groceries,IKEA,263.89,4834
P00714,Nike Life Clot-313,Clothing,Nike,20.08,38
P00715,Adidas Something Beau-762,Beauty,Adidas,331.57,980
P00716,Philips Thank Beau-186,Beauty,Philips,870.9,4503
P00717,Reebok Mention Clot-177,Clothing,Reebok,1052.61,3588
P00718,Adidas Plan Toys-299,Toys,Adidas,36.6,2765
P00719,Nestle Likely Elec-871,Electronics,Nestle,1428.08,4681
P00720,Samsung Value Book-988,Books,Samsung,427.01,1958
P00721,Nestle Democratic Home-199,Home & Kitchen,Nestle,1239.53,4838
P00722,Zara Peace Home-671,Home & Kitchen,Zara,1330.81,48
P00723,Sony Talk Home-632,Home & Kitchen,Sony,425.04,2160
P00724,Reebok Never Clot-902,Clothing,Reebok,616.98,3094
P00725,Dyson Yeah Spor-518,Sports,Dyson,1214.31,2236
P00726,Apple Smile Elec-858,Electronics,Apple,791.71,2707
P00727,Philips Citizen Clot-770,Clothing,Philips,979.27,1905
P00728,Adidas Experience Home-618,Home & Kitchen,Adidas,160.12,4014
P00729,Philips Then Elec-853,Electronics,Philips,483.59,2410
P00730,Samsung Sense Clot-348,Clothing,Samsung,716.36,1300
P00731,Lego Girl Home-973,Home & Kitchen,Lego,1095.39,4923
P00732,Nike Pull Beau-835,Beauty,Nike,492.81,2950
P00733,Apple Response Spor-458,Sports,Apple,130.08,3535
P00734,Penguin Generation Spor-604,Sports,Penguin,777.94,971
P00735,L'Oreal Economic Toys-906,Toys,L'Oreal,1165.63,3553
P00736,H&M Never Toys-612,Toys,H&M,415.67,3922
P00737,H&M Themselves Clot-294,Clothing,H&M,260.05,480
P00738,Reebok Book Clot-160,Clothing,Reebok,1331.6,4947
P00739,Penguin House Clot-633,Clothing,Penguin,1159.68,2792
P00740,H&M Toward Clot-200,Clothing,H&M,828.61,4306
P00741,Philips Become Clot-223,Clothing,Philips,1240.82,435
P00742,L'Oreal North Clot-493,Clothing,L'Oreal,73.22,1567
P00743,Adidas Close Book-445,Books,Adidas,952.59,4850
P00744,Apple Mention Toys-266,Toys,Apple,767.81,120
P00745,Reebok Check Clot-377,Clothing,Reebok,1442.95,4406
P00746,H&M Trade Clot-243,Clothing,H&M,1041.4,2757
P00747,Adidas Resource Toys-931,Toys,Adidas,126.95,4056
P00748,Lego Cup Toys-150,Toys,Lego,218.57,778
P00749,Apple Southern Toys-697,Toys,Apple,274.2,4330
P00750,H&M Myself Beau-579,Beauty,H&M,771.3,3767
P00751,Apple Truth Clot-178,Clothing,Apple,1281.37,1628
P00752,L'Oreal Certainly Spor-610,Sports,L'Oreal,1005.88,3634
P00753,Penguin Leave Elec-190,Electronics,Penguin,23.86,2093
P00754,Adidas Work Groc-101,Groceries,Adidas,1484.83,4544
P00755,IKEA Face Elec-629,Electronics,IKEA,251.08,773
P00756,Nike Together Spor-821,Sports,Nike,122.54,2441
P00757,L'Oreal Catch Home-744,Home & Kitchen,L'Oreal,1329.5,756
P00758,Sony Peace Beau-339,Beauty,Sony,36.25,2421
P00759,Lego Hear Beau-680,Beauty,Lego,699.33,4822
P00760,IKEA Trip Beau-915,Beauty,IKEA,494.82,3380
P00761,L'Oreal Billion Spor-693,Sports,L'Oreal,1398.41,128
P00762,Philips Mother Elec-193,Electronics,Philips,888.15,3438
P00763,Adidas Gun Spor-383,Sports,Adidas,542.74,501
P00764,Nike Crime Beau-733,Beauty,Nike,549.22,709
P00765,Dyson Truth Spor-144,Sports,Dyson,325.63,3631
P00766,H&M Him Toys-499,Toys,H&M,110.44,34
P00767,Sony His Toys-208,Toys,Sony,584.67,3292
P00768,H&M Radio Beau-523,Beauty,H&M,469.65,4411
P00769,Reebok Manage Home-756,Home & Kitchen,Reebok,1460.94,4909
P00770,IKEA Rich Groc-643,Groceries,IKEA,467.73,4286
P00771,Apple Kid Clot-208,Clothing,Apple,804.15,4702
P00772,Zara Staff Toys-243,Toys,Zara,343.34,2300
P00773,Philips News Beau-362,Beauty,Philips,88.34,3030
P00774,IKEA Step Groc-971,Groceries,IKEA,1386.23,4083
P00775,IKEA Never Groc-184,Groceries,IKEA,1187.36,4675
P00776,H&M Recently Toys-300,Toys,H&M,976.93,3307
P00777,Samsung Shake Home-824,Home & Kitchen,Samsung,1458.11,609
P00778,Samsung Base Toys-776,Toys,Samsung,1452.98,4785
P00779,Nike Great Beau-588,Beauty,Nike,1104.72,1290
P00780,Nike West Spor-739,Sports,Nike,47.71,3595
P00781,Sony Ground Elec-921,Electronics,Sony,588.59,4317
P00782,Adidas Perhaps Toys-937,Toys,Adidas,659.61,818
P00783,Reebok Analysis Book-668,Books,Reebok,866.05,2832
P00784,Sony Either Beau-836,Beauty,Sony,1384.37,417
P00785,Nestle Argue Beau-140,Beauty,Nestle,1169.61,2999
P00786,Nike Write Groc-946,Groceries,Nike,1344.8,1301
P00787,Penguin Must Toys-497,Toys,Penguin,1442.3,3146
P00788,Nike Candidate Beau-796,Beauty,Nike,645.43,3236
P00789,Lego Paper Toys-568,Toys,Lego,147.21,3755
P00790,Nike Land Clot-941,Clothing,Nike,182.71,319
P00791,Samsung Should Groc-207,Groceries,Samsung,785.84,144
P00792,Dyson Short Book-639,Books,Dyson,1153.19,1570
P00793,Zara Together Book-532,Books,Zara,738.34,4830
P00794,Reebok Then Home-519,Home & Kitchen,Reebok,277.71,2777
P00795,Penguin Pressure Home-571,Home & Kitchen,Penguin,634.43,2862
P00796,Sony Get Elec-829,Electronics,Sony,1373.91,1946
P00797,Penguin Through Spor-992,Sports,Penguin,1238.13,4204
P00798,Apple Floor Beau-148,Beauty,Apple,1261.5,3422
P00799,Apple Everybody Clot-541,Clothing,Apple,1010.07,4231
P00800,Reebok Site Spor-110,Sports,Reebok,1229.58,1672
P00801,IKEA More Beau-264,Beauty,IKEA,891.03,4063
P00802,Adidas Long Book-233,Books,Adidas,1240.14,1014
P00803,Nike Impact Elec-829,Electronics,Nike,364.45,4775
P00804,Samsung Board Spor-678,Sports,Samsung,25.46,60
P00805,Adidas Republican Elec-601,Electronics,Adidas,1398.79,3443
P00806,Apple Successful Book-416,Books,Apple,1251.38,4646
P00807,Nike Ground Elec-411,Electronics,Nike,68.35,2778
P00808,Penguin Administration Toys-853,Toys,Penguin,5.6,2883
P00809,Apple Thank Groc-600,Groceries,Apple,60.72,4897
P00810,Zara Section Elec-432,Electronics,Zara,917.81,1171
P00811,Sony Sound Groc-716,Groceries,Sony,847.61,2221
P00812,Adidas Financial Toys-504,Toys,Adidas,908.92,557
P00813,Apple Music Clot-883,Clothing,Apple,293.38,4273
P00814,Philips Once Toys-373,Toys,Philips,798.28,4430
P00815,Lego Father Spor-236,Sports,Lego,615.8,3396
P00816,Lego Pay Clot-817,Clothing,Lego,294.8,3646
P00817,Philips Sister Groc-168,Groceries,Philips,685.84,3749
P00818,IKEA Building Book-712,Books,IKEA,619.51,4673
P00819,Philips Value Beau-789,Beauty,Philips,1183.93,3151
P00820,Penguin Sell Clot-975,Clothing,Penguin,411.72,4425
P00821,Philips Through Groc-652,Groceries,Philips,818.56,720
P00822,Nike Gas Beau-806,Beauty,Nike,211.69,2686
P00823,Reebok Since Home-555,Home & Kitchen,Reebok,1129.59,3869
P00824,Penguin Allow Elec-139,Electronics,Penguin,1189.91,3870
P00825,Philips Mrs Book-446,Books,Philips,66.2,3522
P00826,L'Oreal Owner Home-402,Home & Kitchen,L'Oreal,1264.67,4376
P00827,Apple Century Clot-860,Clothing,Apple,1428.93,4396
P00828,Nestle Real Toys-628,Toys,Nestle,1441.59,3014
P00829,Nike Especially Elec-331,Electronics,Nike,1331.27,924
P00830,Apple Fight Spor-572,Sports,Apple,98.03,2280
P00831,L'Oreal Investment Clot-996,Clothing,L'Oreal,256.51,829
P00832,L'Oreal Seek Spor-956,Sports,L'Oreal,937.0,4406
P00833,Adidas Fill Beau-665,Beauty,Adidas,1477.4,1429
P00834,Philips Analysis Clot-418,Clothing,Philips,29.88,3198
P00835,L'Oreal Economy Home-586,Home & Kitchen,L'Oreal,801.75,1605
P00836,H&M Whose Book-550,Books,H&M,1390.84,1515
P00837,Lego Go Spor-779,Sports,Lego,248.01,1861
P00838,Samsung Agreement Spor-613,Sports,Samsung,992.95,94
P00839,L'Oreal Life Spor-426,Sports,L'Oreal,1165.96,2538
P00840,Dyson Worker Toys-612,Toys,Dyson,428.54,2039
P00841,H&M Today Home-164,Home & Kitchen,H&M,1464.91,344
P00842,L'Oreal Itself Book-715,Books,L'Oreal,583.6,3429
P00843,Nestle Physical Clot-571,Clothing,Nestle,1204.24,1541
P00844,Reebok Wonder Elec-583,Electronics,Reebok,851.57,24
P00845,Sony Herself Clot-991,Clothing,Sony,1083.1,4103
P00846,Lego Half Beau-556,Beauty,Lego,631.95,3812
P00847,Zara Step Elec-688,Electronics,Zara,561.47,759
P00848,Adidas He Elec-831,Electronics,Adidas,1260.73,3309
P00849,Penguin Plant Home-594,Home & Kitchen,Penguin,1041.2,1089
P00850,Samsung Save Clot-843,Clothing,Samsung,940.62,275
P00851,Apple Such Home-126,Home & Kitchen,Apple,522.93,4836
P00852,Penguin Staff Book-123,Books,Penguin,40.83,448
P00853,L'Oreal World Beau-380,Beauty,L'Oreal,115.17,3493
