interaction_id,customer_id,interaction_type,interaction_date,agent_name
3798,C005704,Live Chat,2024-10-23,Sophia
3799,C009451,Email Support,2025-07-29,Daniel
3800,C005961,Email Support,2025-04-14,Fatima
3801,C005030,Phone Call,2026-02-14,Sophia
3802,C007472,Product Enquiry,2025-09-29,Priya
3803,C005771,Product Enquiry,2026-03-23,Charlotte
3804,C005503,Phone Call,2024-09-30,Tom
3805,C007019,Refund Request,2024-10-01,Grace
3806,C009747,Complaint,2026-04-23,Aisha
3807,C006252,In-Store Visit,2025-11-10,Sophia
3808,C004641,Phone Call,2024-05-16,Charlotte
3809,C001701,Phone Call,2024-01-26,Liam
3810,C006739,Phone Call,2026-02-10,Raj
3811,C008925,Phone Call,2025-11-20,Grace
3812,C009523,Email Support,2025-03-26,Daniel
3813,C006892,Live Chat,2024-12-12,Charlotte
3814,C007449,Product Enquiry,2024-06-26,Emma
3815,C007694,Phone Call,2025-06-28,Charlotte
3816,C007602,Product Enquiry,2025-09-06,David
3817,C006139,Live Chat,2026-02-27,James
3818,C004385,In-Store Visit,2025-04-22,Daniel
3819,C006795,Live Chat,2024-01-07,Fatima
3820,C006793,Email Support,2024-01-25,David
3821,C002513,Refund Request,2026-03-17,Daniel
3822,C009830,Refund Request,2025-06-04,Michael
3823,C009375,Product Enquiry,2025-01-10,Grace
3824,C006413,Live Chat,2025-09-02,Daniel
3825,C000846,Product Enquiry,2024-07-19,Sophia
3826,C006397,Complaint,2025-09-18,Fatima
3827,C005213,Complaint,2025-11-10,Emma
3828,C001632,Complaint,2026-02-22,Sarah
3829,C009453,Product Enquiry,2025-02-08,Daniel
3830,C009059,Complaint,2025-05-15,Emma
3831,C001528,Phone Call,2024-02-09,Aisha
3832,C000190,Complaint,2024-02-13,Liam
3833,C008908,Phone Call,2025-08-17,David
3834,C002139,Technical Support,2025-07-10,Michael
3835,C003928,Live Chat,2025-04-06,Emma
3836,C008773,Live Chat,2025-08-10,Charlotte
3837,C004268,Email Support,2025-03-03,Sarah
3838,C002356,Email Support,2024-06-09,Sarah
3839,C007523,Phone Call,2024-06-15,Michael
3840,C004628,In-Store Visit,2024-10-07,Sarah
3841,C001268,Technical Support,2025-07-15,Fatima
3842,C003408,Product Enquiry,2024-06-05,Tom
3843,C000360,Product Enquiry,2024-04-24,Tom
3844,C001251,Live Chat,2025-10-14,Aisha
3845,C005138,Technical Support,2024-09-07,Michael
3846,C004895,Email Support,2024-10-04,Sophia
3847,C009295,Email Support,2024-07-01,Priya
3848,C005682,Technical Support,2026-04-28,David
3849,C002596,In-Store Visit,2024-07-07,Emma
3850,C009931,Email Support,2026-04-12,David
3851,C008487,Complaint,2024-12-02,Daniel
3852,C005979,Phone Call,2024-12-03,David
3853,C005367,Complaint,2024-12-07,Sarah
3854,C002074,In-Store Visit,2025-03-01,Tom
3855,C003265,Phone Call,2025-06-25,Raj
3856,C009036,In-Store Visit,2025-12-26,Raj
3857,C008124,Product Enquiry,2026-03-07,Aisha
3858,C003164,In-Store Visit,2024-09-25,Emma
3859,C004606,Product Enquiry,2024-06-08,Liam
3860,C009627,In-Store Visit,2024-09-14,Charlotte
3861,C003373,Technical Support,2025-11-04,Fatima
3862,C007310,Product Enquiry,2025-02-26,Daniel
3863,C005223,Phone Call,2025-08-18,Aisha
3864,C003273,Refund Request,2025-08-03,Fatima
3865,C001053,Technical Support,2024-09-16,Fatima
3866,C000554,In-Store Visit,2025-09-28,James
3867,C009895,Refund Request,2025-09-10,David
3868,C001879,Complaint,2025-05-16,Aisha
3869,C003047,Refund Request,2025-01-16,Sarah
3870,C003526,Refund Request,2025-07-31,Michael
3871,C005152,Phone Call,2024-01-15,Priya
3872,C000179,Refund Request,2024-11-28,Tom
3873,C009298,Refund Request,2024-12-27,Grace
3874,C001086,Product Enquiry,2025-03-16,Liam
3875,C003477,Live Chat,2024-06-08,Grace
3876,C004556,Phone Call,2025-10-17,Sophia
3877,C007131,Refund Request,2025-05-12,Emma
3878,C003230,Email Support,2026-02-06,Tom
3879,C000767,In-Store Visit,2025-10-16,Sarah
3880,C002034,Technical Support,2024-09-22,Liam
3881,C005356,Product Enquiry,2025-01-02,Liam
3882,C000349,In-Store Visit,2024-01-28,Sophia
3883,C009434,Email Support,2025-12-18,James
3884,C002148,Product Enquiry,2024-02-27,Fatima
3885,C008741,Email Support,2025-06-08,Sophia
3886,C000267,Phone Call,2025-12-30,Sarah
3887,C006801,In-Store Visit,2025-03-02,Priya
3888,C005666,Product Enquiry,2024-05-03,Grace
3889,C005132,Technical Support,2024-03-14,Aisha
3890,C004890,Technical Support,2026-02-05,Daniel
3891,C001990,Refund Request,2024-06-08,David
3892,C003671,Email Support,2024-01-17,Michael
3893,C001723,Refund Request,2025-11-07,Emma
3894,C002789,Phone Call,2024-10-23,Raj
3895,C006044,Email Support,2024-03-22,James
3896,C000706,Phone Call,2024-03-15,James
3897,C001230,In-Store Visit,2025-05-26,Raj
3898,C006219,In-Store Visit,2024-09-21,Fatima
3899,C002258,Technical Support,2024-07-05,Michael
3900,C005232,Complaint,2025-10-04,Sophia
3901,C007321,Phone Call,2026-03-21,Grace
3902,C003941,Technical Support,2026-01-31,James
3903,C005275,Technical Support,2024-12-16,Sarah
3904,C004323,In-Store Visit,2024-05-08,Priya
3905,C009151,Live Chat,2024-11-15,Raj
3906,C001279,Phone Call,2026-02-07,David
3907,C003482,Email Support,2024-12-01,Tom
3908,C006309,Live Chat,2026-01-27,Sarah
3909,C005578,Live Chat,2026-03-30,Grace
3910,C005135,In-Store Visit,2025-12-06,Sophia
3911,C002524,Phone Call,2024-07-21,Emma
3912,C005958,Product Enquiry,2025-12-03,Daniel
3913,C008413,Live Chat,2025-09-13,Emma
3914,C001125,In-Store Visit,2025-10-19,Michael
3915,C005033,Phone Call,2024-08-16,Tom
3916,C001756,Phone Call,2025-01-08,David
3917,C007551,Complaint,2025-02-18,David
3918,C007803,Technical Support,2025-06-30,James
3919,C001939,Phone Call,2025-07-04,Aisha
3920,C003475,Complaint,2025-09-08,Grace
3921,C007060,Refund Request,2024-03-23,Tom
3922,C004467,Refund Request,2024-05-31,David
3923,C006268,Product Enquiry,2024-10-28,James
3924,C003104,Product Enquiry,2024-10-01,Liam
3925,C004521,Technical Support,2026-03-16,Aisha
3926,C001789,Email Support,2025-01-21,Sarah
3927,C003598,Phone Call,2024-03-23,Fatima
3928,C000585,In-Store Visit,2025-01-05,Sarah
3929,C008719,Phone Call,2025-03-03,Emma
3930,C006629,Product Enquiry,2025-09-02,Sarah
3931,C003603,In-Store Visit,2026-02-08,Emma
3932,C002803,Live Chat,2025-06-24,Sophia
3933,C004719,In-Store Visit,2024-01-05,Sarah
3934,C003033,Technical Support,2025-04-19,Daniel
3935,C003910,Complaint,2025-05-04,Sophia
3936,C001138,Complaint,2024-10-18,Priya
3937,C007459,Complaint,2024-01-20,Sophia
3938,C007776,Product Enquiry,2025-06-02,David
3939,C002909,In-Store Visit,2024-04-29,Michael
3940,C000160,Refund Request,2026-01-06,Liam
3941,C000017,Technical Support,2025-01-19,Tom
3942,C001793,Email Support,2024-01-28,Liam
3943,C004763,Live Chat,2026-03-26,Grace
3944,C002742,Complaint,2024-05-25,Sarah
3945,C004991,Refund Request,2025-12-04,Tom
3946,C005748,In-Store Visit,2026-01-25,James
3947,C005969,Technical Support,2024-01-22,Daniel
3948,C005778,In-Store Visit,2025-06-02,Fatima
3949,C008485,Technical Support,2024-06-24,James
3950,C008509,Email Support,2024-08-17,Aisha
3951,C003609,Complaint,2025-07-08,Tom
3952,C000507,Live Chat,2025-10-31,Priya
3953,C003381,Phone Call,2024-10-28,Fatima
3954,C006190,Phone Call,2025-03-01,Fatima
3955,C008928,Technical Support,2026-03-29,Michael
3956,C004347,Refund Request,2025-05-29,Aisha
3957,C009653,Product Enquiry,2025-03-05,James
3958,C003123,Email Support,2026-03-18,Raj
3959,C005625,Phone Call,2025-11-04,Charlotte
3960,C007456,Refund Request,2025-03-24,Sarah
3961,C000137,Technical Support,2024-08-16,Tom
3962,C002462,In-Store Visit,2024-09-09,James
3963,C007977,In-Store Visit,2024-04-10,Charlotte
3964,C004829,Email Support,2025-12-06,David
3965,C003561,In-Store Visit,2024-07-10,David
3966,C008002,In-Store Visit,2024-01-08,Aisha
3967,C005772,Email Support,2024-03-18,James
3968,C002257,Refund Request,2025-03-16,Charlotte
3969,C008225,Complaint,2024-05-13,Raj
3970,C004435,Complaint,2024-11-01,Aisha
3971,C009589,Phone Call,2025-03-27,Emma
3972,C000527,Technical Support,2025-07-04,Emma
3973,C006329,Product Enquiry,2025-09-12,Fatima
3974,C001608,In-Store Visit,2025-04-14,Liam
3975,C005092,Complaint,2025-11-08,Sophia
3976,C005284,Complaint,2024-11-05,James
3977,C002224,Product Enquiry,2026-05-11,Emma
3978,C004933,In-Store Visit,2024-05-12,James
3979,C009285,Technical Support,2026-04-27,Michael
3980,C006160,Product Enquiry,2024-05-29,Michael
3981,C008628,Technical Support,2025-05-01,Grace
3982,C005859,Technical Support,2025-07-04,Aisha
3983,C007644,Product Enquiry,2025-09-29,Tom
3984,C000454,Email Support,2025-10-15,Sarah
3985,C002304,In-Store Visit,2025-01-11,Liam
3986,C008392,Refund Request,2024-07-16,Liam
3987,C008901,In-Store Visit,2024-03-24,Charlotte
3988,C006434,Complaint,2025-09-17,Sophia
3989,C000098,Technical Support,2026-03-15,Tom
3990,C000891,Phone Call,2024-03-25,James
3991,C001754,Refund Request,2024-05-31,Daniel
3992,C004761,Technical Support,2025-05-29,Daniel
3993,C000998,Phone Call,2026-03-04,Raj
3994,C000869,Live Chat,2026-03-12,Michael
3995,C009209,Technical Support,2024-07-30,Emma
3996,C002536,In-Store Visit,2025-04-27,Raj
3997,C000106,Technical Support,2024-11-07,Sarah
3998,C001101,Email Support,2024-08-25,Liam
3999,C001984,Phone Call,2025-01-19,Emma
4000,C001698,Technical Support,2024-02-08,Daniel
4001,C008288,Technical Support,2025-08-29,David
4002,C001996,In-Store Visit,2025-09-20,Tom
4003,C003016,Live Chat,2026-04-29,James
4004,C007195,Phone Call,2025-11-02,Michael
4005,C000355,Complaint,2024-08-08,Daniel
4006,C003944,Complaint,2026-03-05,Raj
4007,C008957,Live Chat,2026-01-09,Tom
4008,C004752,In-Store Visit,2024-06-04,Liam
4009,C008077,Refund Request,2025-03-03,Aisha
4010,C006322,Phone Call,2025-12-21,Aisha
4011,C006961,Complaint,2024-02-13,James
4012,C007489,Phone Call,2025-08-27,David
4013,C009512,In-Store Visit,2024-02-22,Sophia
4014,C007283,Email Support,2025-07-05,Michael
4015,C007667,Technical Support,2025-03-06,David
4016,C002594,Refund Request,2026-02-16,Daniel
4017,C008245,Live Chat,2025-06-25,Fatima
4018,C008603,Product Enquiry,2026-03-07,Sarah
4019,C002859,Complaint,2025-06-30,Sophia
4020,C009227,Refund Request,2025-12-14,Raj
4021,C002295,In-Store Visit,2025-04-15,Fatima
4022,C006455,Phone Call,2026-01-21,Aisha
4023,C007730,Complaint,2026-02-26,Charlotte
4024,C008609,In-Store Visit,2024-07-20,Raj
4025,C005310,Refund Request,2025-09-19,Sarah
4026,C000737,Email Support,2024-09-04,Emma
4027,C001582,Phone Call,2026-02-14,Fatima
4028,C007806,Refund Request,2024-12-25,Charlotte
4029,C003877,Phone Call,2024-09-27,Raj
4030,C006293,Product Enquiry,2024-04-09,David
4031,C004104,Phone Call,2024-02-28,Daniel
4032,C001195,Technical Support,2025-08-04,Liam
4033,C000483,Complaint,2025-05-13,Sarah
4034,C007365,Product Enquiry,2024-07-25,Sophia
4035,C009401,Live Chat,2024-10-31,James
4036,C008047,Technical Support,2025-03-20,Emma
4037,C003297,Complaint,2025-11-05,Daniel
4038,C008660,Live Chat,2024-05-13,Liam
4039,C000398,Phone Call,2024-11-12,David
4040,C002303,Email Support,2025-07-12,Charlotte
4041,C006686,Phone Call,2025-06-13,Michael
4042,C008654,Technical Support,2024-10-22,Daniel
4043,C003400,Technical Support,2026-02-17,Priya
4044,C005841,Complaint,2024-04-14,Tom
4045,C007005,Product Enquiry,2024-04-20,Liam
4046,C001281,Complaint,2026-03-14,James
4047,C001654,Phone Call,2026-02-13,Emma
4048,C000844,Refund Request,2024-02-05,Emma
4049,C004750,In-Store Visit,2025-08-29,Raj
4050,C005864,Phone Call,2024-09-02,James
4051,C001226,Live Chat,2026-03-15,Fatima
4052,C008193,In-Store Visit,2025-09-12,Liam
4053,C000929,Phone Call,2026-01-01,Fatima
4054,C004310,Email Support,2024-02-20,Priya
4055,C006905,In-Store Visit,2024-11-07,Priya
4056,C000974,Complaint,2024-11-13,Grace
4057,C005401,Email Support,2025-01-01,Tom
4058,C001195,Email Support,2025-06-21,Sarah
4059,C006820,Phone Call,2026-05-06,Tom
4060,C002122,In-Store Visit,2024-03-05,Sarah
4061,C000584,Technical Support,2026-02-27,Emma
4062,C005739,Product Enquiry,2026-01-11,James
4063,C003732,Email Support,2024-03-26,David
4064,C003215,Product Enquiry,2024-01-29,Grace
4065,C007900,Email Support,2025-08-24,Charlotte
4066,C006181,Complaint,2025-10-29,Raj
4067,C006994,Complaint,2024-06-28,Tom
4068,C001934,Refund Request,2025-06-30,Emma
4069,C005622,Product Enquiry,2024-03-30,Emma
4070,C003802,Phone Call,2024-01-16,Emma
4071,C006768,Email Support,2024-01-24,Daniel
4072,C004095,Email Support,2024-04-29,David
4073,C002077,Technical Support,2024-10-07,James
4074,C000717,Refund Request,2025-06-27,Liam
4075,C004002,In-Store Visit,2024-07-20,Liam
4076,C006518,Technical Support,2024-07-09,Sophia
4077,C001259,Phone Call,2025-01-23,Grace
4078,C003373,Technical Support,2025-07-08,Fatima
4079,C003610,Technical Support,2025-04-15,Priya
4080,C009035,In-Store Visit,2025-01-14,Grace
4081,C004384,Refund Request,2026-04-21,Grace
4082,C001711,Email Support,2025-06-22,Fatima
4083,C006732,Technical Support,2025-03-10,Sarah
4084,C003336,Complaint,2026-03-20,Emma
4085,C004997,Live Chat,2024-07-09,Priya
4086,C002326,Email Support,2024-12-31,Raj
4087,C007214,Technical Support,2024-06-26,David
4088,C008175,Email Support,2025-02-23,James
4089,C009638,Product Enquiry,2025-04-11,Daniel
4090,C001385,Email Support,2025-03-09,Daniel
4091,C009991,Product Enquiry,2026-02-08,David
4092,C006269,Product Enquiry,2025-11-20,David
4093,C003678,Live Chat,2025-08-12,Michael
4094,C007063,Email Support,2025-04-19,David
4095,C008873,Refund Request,2024-02-10,Fatima
4096,C009974,Refund Request,2025-02-11,Charlotte
4097,C009683,Live Chat,2024-02-12,Priya
4098,C007112,Product Enquiry,2024-03-29,Charlotte
4099,C001790,Product Enquiry,2025-03-22,Daniel
4100,C008762,Technical Support,2025-10-20,Liam
4101,C009312,In-Store Visit,2024-09-09,Aisha
4102,C007657,Live Chat,2024-07-23,Fatima
4103,C000249,In-Store Visit,2025-03-02,Sarah
4104,C004095,In-Store Visit,2025-06-08,Liam
4105,C006466,Email Support,2025-03-02,Priya
4106,C004404,In-Store Visit,2024-01-20,Sarah
4107,C005029,Refund Request,2025-02-14,Daniel
4108,C002930,Technical Support,2025-12-19,David
4109,C007208,Email Support,2025-12-25,David
4110,C005878,Technical Support,2024-12-04,Aisha
4111,C000960,Phone Call,2025-03-05,Fatima
4112,C010000,Refund Request,2024-04-09,Tom
4113,C002946,In-Store Visit,2025-03-04,James
4114,C008109,Complaint,2024-12-19,Sophia
4115,C002859,Complaint,2024-03-18,Emma
4116,C001876,Email Support,2024-10-13,Sophia
4117,C008303,Technical Support,2025-05-07,David
4118,C009068,Live Chat,2024-04-04,Raj
4119,C004245,In-Store Visit,2024-01-26,Sophia
4120,C005790,Email Support,2024-12-30,Priya
4121,C001789,Phone Call,2026-02-26,Tom
4122,C001855,Phone Call,2025-01-03,Emma
4123,C005338,Refund Request,2025-10-08,Sarah
4124,C006988,In-Store Visit,2024-08-10,David
4125,C005351,Refund Request,2025-06-04,Aisha
4126,C006140,Technical Support,2025-04-01,Liam
4127,C000511,Complaint,2025-07-26,David
4128,C004766,Complaint,2024-02-09,Sarah
4129,C009979,Live Chat,2025-05-01,Grace
4130,C008327,Refund Request,2024-11-29,Aisha
4131,C009547,Email Support,2024-08-21,Aisha
4132,C001286,Phone Call,2024-12-14,Liam
4133,C008250,Product Enquiry,2026-04-17,Raj
4134,C001987,Email Support,2026-01-03,Sophia
4135,C008593,Technical Support,2025-05-07,James
4136,C003196,In-Store Visit,2025-01-14,Priya
4137,C003983,Refund Request,2024-12-24,Tom
4138,C005158,Phone Call,2025-01-09,Tom
4139,C006717,Refund Request,2024-05-03,Priya
4140,C009183,Phone Call,2025-07-16,Sophia
4141,C007933,Live Chat,2025-11-28,Charlotte
4142,C006863,Live Chat,2024-07-13,Fatima
4143,C008809,Live Chat,2025-09-25,Sophia
4144,C009581,Complaint,2025-02-08,Charlotte
4145,C004701,Refund Request,2025-05-02,Sarah
4146,C001336,Product Enquiry,2025-10-16,Grace
4147,C002432,Technical Support,2024-11-03,Fatima
4148,C002948,Technical Support,2024-01-25,Michael
4149,C001980,Product Enquiry,2025-02-13,Charlotte
4150,C009087,Technical Support,2024-06-05,Michael
4151,C000559,Product Enquiry,2024-02-07,Raj
4152,C002736,Phone Call,2024-07-24,Grace
4153,C008673,Product Enquiry,2025-10-18,Priya
4154,C002089,Product Enquiry,2025-01-10,Raj
4155,C004807,Phone Call,2025-06-07,Fatima
4156,C005516,Phone Call,2024-03-11,Sarah
4157,C005816,Technical Support,2025-09-27,Sophia
4158,C007369,Product Enquiry,2025-03-25,Charlotte
4159,C007817,Complaint,2024-10-11,Raj
4160,C009660,Phone Call,2024-08-24,Fatima
4161,C000128,Refund Request,2025-12-05,Aisha
4162,C005251,Technical Support,2024-10-01,Grace
4163,C009636,In-Store Visit,2024-05-30,Emma
4164,C004872,Technical Support,2025-06-13,David
4165,C009243,Product Enquiry,2025-03-19,Priya
4166,C006293,Refund Request,2024-10-04,Michael
4167,C000688,Live Chat,2025-10-30,Grace
4168,C004559,Refund Request,2024-06-03,Priya
4169,C004667,Complaint,2024-07-03,James
4170,C004487,Technical Support,2025-11-12,Emma
4171,C002775,In-Store Visit,2025-02-07,Liam
4172,C001739,Live Chat,2025-03-08,Michael
4173,C001573,Live Chat,2026-05-07,Daniel
4174,C008335,Complaint,2024-02-12,Liam
4175,C000652,Live Chat,2024-01-11,Tom
4176,C000423,Refund Request,2024-11-11,James
4177,C009358,Product Enquiry,2025-11-22,Grace
4178,C002068,Technical Support,2025-04-03,Fatima
4179,C001796,Phone Call,2025-11-21,Fatima
4180,C007083,Technical Support,2025-02-12,Sarah
4181,C002242,In-Store Visit,2024-06-29,Priya
4182,C001296,Live Chat,2024-04-25,Priya
4183,C002568,Refund Request,2025-03-04,Tom
4184,C008403,Phone Call,2025-05-04,Fatima
4185,C000629,Product Enquiry,2024-06-05,Fatima
4186,C008541,Refund Request,2024-10-22,Daniel
4187,C009146,Email Support,2024-01-13,Emma
4188,C002243,Product Enquiry,2024-12-08,Sophia
4189,C003206,In-Store Visit,2025-12-31,Michael
4190,C007939,Complaint,2026-02-10,James
4191,C002160,Live Chat,2024-05-17,Grace
4192,C003510,Email Support,2025-11-05,Sarah
4193,C008040,Live Chat,2024-10-03,David
4194,C006852,In-Store Visit,2025-08-13,Sophia
4195,C009567,Live Chat,2025-06-25,Tom
4196,C008692,Complaint,2025-04-11,Daniel
4197,C003800,In-Store Visit,2026-01-23,Tom
4198,C006426,Refund Request,2026-04-24,Tom
4199,C004841,Phone Call,2024-12-06,Sarah
4200,C004707,Product Enquiry,2025-11-25,Priya
4201,C004054,Product Enquiry,2024-06-28,Michael
4202,C007615,Refund Request,2024-06-25,Priya
4203,C006523,Complaint,2026-01-21,Daniel
4204,C008015,Product Enquiry,2024-12-30,David
4205,C004767,In-Store Visit,2026-02-27,Emma
4206,C006702,Email Support,2025-05-17,James
4207,C005204,Product Enquiry,2025-08-30,Charlotte
4208,C007241,Product Enquiry,2025-09-11,James
4209,C000896,In-Store Visit,2026-01-24,Raj
4210,C003588,Refund Request,2024-03-11,James
4211,C007335,Product Enquiry,2024-12-09,Liam
4212,C002729,Live Chat,2024-06-20,Liam
4213,C005402,Complaint,2026-04-18,David
4214,C000346,Product Enquiry,2024-05-20,Charlotte
4215,C005461,Refund Request,2026-05-08,Sarah
4216,C000807,Live Chat,2025-07-16,Grace
4217,C003252,Complaint,2026-04-12,Aisha
4218,C003758,In-Store Visit,2024-09-07,Fatima
4219,C006126,Refund Request,2025-10-04,Emma
4220,C009060,Live Chat,2024-01-22,David
4221,C000329,Phone Call,2026-02-18,Aisha
4222,C007945,Email Support,2024-08-31,James
4223,C004940,Email Support,2024-12-23,Sophia
4224,C004052,Email Support,2025-02-27,Raj
4225,C002026,Product Enquiry,2025-09-14,Michael
4226,C004424,Phone Call,2024-04-28,Sarah
4227,C008266,Product Enquiry,2024-02-01,David
4228,C008876,Complaint,2024-05-28,Raj
4229,C009637,Product Enquiry,2024-10-28,Daniel
4230,C009924,In-Store Visit,2025-05-17,Aisha
4231,C008395,Email Support,2025-04-14,James
4232,C007519,Live Chat,2024-06-03,James
4233,C009441,Technical Support,2025-08-07,James
4234,C007038,Phone Call,2024-12-11,Aisha
4235,C009192,In-Store Visit,2026-01-20,James
4236,C008737,Live Chat,2025-08-17,David
4237,C008144,Product Enquiry,2025-08-02,Charlotte
4238,C008956,Phone Call,2025-12-03,Emma
4239,C009468,Email Support,2025-09-09,Charlotte
4240,C003803,Technical Support,2025-07-28,Tom
4241,C009227,Phone Call,2025-04-27,Priya
4242,C002356,Phone Call,2024-05-28,Grace
4243,C002774,Live Chat,2026-01-30,Liam
4244,C004096,Phone Call,2024-08-07,Aisha
4245,C007759,Live Chat,2024-04-01,Charlotte
4246,C008085,In-Store Visit,2025-10-01,James
4247,C005536,Complaint,2024-02-26,Priya
4248,C009263,Product Enquiry,2024-01-09,James
4249,C003428,Technical Support,2026-04-27,Tom
4250,C005129,Live Chat,2025-05-14,Tom
4251,C007914,Phone Call,2024-06-12,Aisha
4252,C001270,Product Enquiry,2024-07-16,Charlotte
4253,C000224,Complaint,2026-03-18,Raj
4254,C001991,Complaint,2024-11-02,Tom
4255,C001863,Email Support,2025-10-20,Tom
4256,C002798,Technical Support,2024-08-05,Raj
4257,C008964,Product Enquiry,2025-09-12,David
4258,C004862,Phone Call,2025-11-07,James
4259,C004442,Refund Request,2025-07-31,Liam
4260,C002719,Complaint,2025-03-26,Grace
4261,C003350,Refund Request,2026-03-17,Liam
4262,C004117,Technical Support,2025-12-20,Emma
4263,C005410,Complaint,2024-09-12,Grace
4264,C007764,Email Support,2025-05-08,Aisha
4265,C002937,Complaint,2025-12-31,Sarah
4266,C000092,In-Store Visit,2024-10-18,Emma
4267,C001538,Technical Support,2025-05-29,Sarah
4268,C001002,Technical Support,2024-08-31,Sarah
4269,C005742,Live Chat,2025-06-19,Sophia
4270,C000232,Live Chat,2025-03-02,James
4271,C006983,In-Store Visit,2025-07-24,Liam
4272,C006608,In-Store Visit,2026-04-20,Sophia
4273,C003320,Phone Call,2024-08-24,Sarah
4274,C003547,In-Store Visit,2024-10-04,James
4275,C009236,Phone Call,2024-07-15,Charlotte
4276,C008558,Product Enquiry,2025-05-27,Liam
4277,C009703,In-Store Visit,2026-01-05,Emma
4278,C002755,Email Support,2024-12-26,Emma
4279,C001497,Complaint,2024-08-10,Michael
4280,C007791,Email Support,2025-05-17,Sarah
4281,C000856,Complaint,2026-03-05,Charlotte
4282,C007204,Product Enquiry,2026-01-02,Priya
4283,C004958,Phone Call,2025-01-09,Grace
4284,C006443,Product Enquiry,2025-08-21,Raj
4285,C007774,Refund Request,2025-04-29,Daniel
4286,C008553,Refund Request,2026-04-04,Sarah
4287,C009919,Live Chat,2024-09-15,Sophia
4288,C004551,Complaint,2025-11-10,Grace
4289,C007236,Technical Support,2025-01-24,Sophia
4290,C001971,Product Enquiry,2025-06-24,Michael
4291,C000415,Refund Request,2025-12-25,Charlotte
4292,C005669,Product Enquiry,2024-11-28,Liam
4293,C009172,Live Chat,2025-08-17,Priya
4294,C002933,Email Support,2024-10-31,Tom
4295,C005915,Live Chat,2024-01-09,Liam
4296,C005086,Refund Request,2024-05-26,Fatima
4297,C006044,In-Store Visit,2026-02-20,Fatima
4298,C000213,In-Store Visit,2024-02-22,Sophia
4299,C004505,Technical Support,2025-09-10,David
4300,C004146,In-Store Visit,2024-03-29,Liam
4301,C000499,Technical Support,2025-12-07,Tom
4302,C002848,Technical Support,2026-04-27,Charlotte
4303,C001703,Email Support,2025-07-28,David
4304,C002510,Complaint,2024-07-23,Sarah
4305,C006875,Phone Call,2024-03-28,Tom
4306,C001022,Refund Request,2024-05-31,Daniel
4307,C008915,In-Store Visit,2024-10-28,Sophia
4308,C000274,Refund Request,2025-05-06,Fatima
4309,C002773,Refund Request,2026-03-13,David
4310,C006606,Product Enquiry,2024-04-05,Sarah
4311,C003162,Complaint,2025-02-18,Sarah
4312,C002828,Technical Support,2024-03-10,James
4313,C009971,Live Chat,2026-02-24,Aisha
4314,C002834,Email Support,2025-04-28,James
4315,C009185,Refund Request,2024-07-01,Priya
4316,C007640,Phone Call,2025-12-20,Sarah
4317,C001905,Phone Call,2024-10-10,Raj
4318,C001416,Complaint,2025-05-08,Liam
4319,C000330,Complaint,2024-01-17,Emma
4320,C006137,Technical Support,2024-05-06,Fatima
4321,C004043,In-Store Visit,2024-10-23,Raj
4322,C002175,In-Store Visit,2024-03-23,Aisha
4323,C004704,Complaint,2025-03-09,Michael
4324,C009258,Refund Request,2025-10-05,Emma
4325,C003085,In-Store Visit,2024-11-05,Michael
4326,C004833,In-Store Visit,2025-11-13,James
4327,C001515,Technical Support,2025-07-05,Liam
4328,C005958,Refund Request,2026-03-23,Tom
4329,C002794,Email Support,2025-08-22,Michael
4330,C008814,Live Chat,2025-11-04,Priya
4331,C004730,Live Chat,2025-06-15,Raj
4332,C008254,In-Store Visit,2024-05-20,Grace
4333,C003453,In-Store Visit,2024-12-05,Tom
4334,C004274,Email Support,2024-06-28,Grace
4335,C003055,Technical Support,2024-08-05,Tom
4336,C009615,Refund Request,2025-08-01,Liam
4337,C006192,Email Support,2025-05-15,Raj
4338,C001714,Refund Request,2024-01-13,Michael
4339,C006905,Technical Support,2025-06-03,Priya
4340,C001642,Complaint,2025-07-10,James
4341,C002667,Technical Support,2026-04-29,Michael
4342,C000357,Technical Support,2025-12-10,Liam
4343,C009437,Product Enquiry,2025-09-12,Tom
4344,C003991,In-Store Visit,2025-08-02,Liam
4345,C005536,Technical Support,2025-09-15,James
4346,C000658,Live Chat,2026-02-26,Sarah
4347,C006898,Product Enquiry,2025-02-22,Liam
4348,C006566,Email Support,2024-09-11,Grace
4349,C002727,In-Store Visit,2026-03-25,Emma
4350,C009306,Complaint,2024-07-20,Sophia
4351,C005459,Email Support,2024-05-20,James
4352,C002318,Refund Request,2025-12-13,Aisha
4353,C002709,Technical Support,2024-01-02,Sophia
4354,C002417,Live Chat,2024-09-24,James
4355,C005039,Phone Call,2024-10-13,Emma
4356,C003332,Product Enquiry,2024-05-20,Raj
4357,C004010,Complaint,2025-08-04,David
4358,C007821,Complaint,2025-06-19,Sarah
4359,C007714,Product Enquiry,2024-11-26,Fatima
4360,C007739,Product Enquiry,2025-12-20,Raj
4361,C003978,Phone Call,2025-08-25,Michael
4362,C005216,Complaint,2025-09-13,Charlotte
4363,C005360,In-Store Visit,2025-10-21,Liam
4364,C006453,Phone Call,2025-06-22,Tom
4365,C009609,Email Support,2024-12-10,Fatima
4366,C009971,Complaint,2024-12-31,Priya
4367,C005936,Refund Request,2026-02-17,Daniel
4368,C000027,Product Enquiry,2024-04-30,Sophia
