warehouse_id,product_id,stock_received,stock_dispatched,inventory_date
WH019,P00254,287,67,2024-07-30
WH006,P01793,211,0,2024-11-18
WH015,P00521,476,131,2023-05-27
WH020,P00153,343,8,2024-02-19
WH015,P00219,90,10,2022-02-25
WH001,P01747,300,33,2022-12-06
WH019,P00193,254,20,2022-06-30
WH012,P01274,471,235,2023-05-11
WH017,P00402,273,243,2023-10-30
WH003,P00984,186,63,2023-01-13
WH012,P00065,246,232,2022-09-26
WH006,P01728,98,52,2022-01-19
WH017,P00361,224,110,2023-12-04
WH004,P01895,124,23,2023-03-19
WH020,P00372,309,99,2024-10-03
WH004,P01226,182,13,2024-08-10
WH001,P00262,30,19,2023-10-28
WH011,P00513,57,57,2022-11-24
WH006,P01428,11,2,2023-05-08
WH010,P00928,467,63,2023-06-20
WH011,P01142,478,81,2024-07-25
WH013,P00969,19,1,2024-09-15
WH011,P01403,198,191,2023-02-23
WH007,P01856,255,180,2023-03-17
WH014,P00075,159,111,2024-06-10
WH006,P00017,297,28,2023-06-15
WH003,P01009,277,151,2024-05-21
WH020,P00683,188,27,2023-09-15
WH007,P01771,369,185,2024-03-11
WH002,P00015,28,5,2022-04-29
WH002,P00344,272,41,2024-05-21
WH016,P00967,478,448,2023-03-21
WH002,P00976,294,5,2023-06-18
WH005,P00355,408,95,2024-08-03
WH006,P00723,20,9,2023-06-02
WH019,P00254,28,12,2024-06-13
WH001,P01192,88,31,2023-12-07
WH019,P01742,77,12,2022-03-23
WH013,P01300,260,224,2023-03-02
WH011,P01027,5,3,2024-05-14
WH003,P00517,364,180,2024-08-28
WH011,P00119,451,381,2024-07-13
WH002,P01406,426,180,2022-11-27
WH007,P01094,193,164,2024-12-08
WH019,P00761,407,343,2022-05-12
WH018,P00526,472,319,2023-04-24
WH006,P00701,168,72,2024-08-31
WH019,P00135,492,386,2023-02-16
WH009,P00939,31,23,2024-06-19
WH013,P01746,29,8,2023-05-01
WH005,P00643,404,249,2023-12-17
WH001,P00723,433,205,2024-03-22
WH010,P00871,76,72,2024-07-19
WH013,P01616,131,26,2023-05-08
WH016,P00640,473,451,2023-11-02
WH012,P00063,263,139,2023-04-22
WH005,P01527,71,33,2024-12-20
WH009,P01667,459,30,2024-03-17
WH011,P00145,478,62,2023-06-17
WH008,P00055,438,154,2022-12-06
WH014,P01516,373,0,2024-06-03
WH001,P01283,286,168,2022-03-07
WH010,P00056,311,240,2022-08-24
WH018,P01505,128,84,2024-10-12
WH002,P00029,33,12,2024-08-15
WH004,P01331,474,64,2024-06-19
WH011,P01725,237,190,2022-02-26
WH018,P01506,156,38,2024-08-14
WH011,P00461,163,53,2023-07-19
WH005,P00214,52,21,2022-02-27
WH007,P01429,162,93,2023-01-19
WH011,P01830,410,78,2023-09-14
WH010,P01531,216,151,2024-07-27
WH002,P01895,396,149,2024-09-20
WH019,P01080,247,153,2023-03-15
WH015,P00717,5,2,2024-02-10
WH007,P00362,276,122,2023-01-23
WH009,P01110,348,283,2022-11-28
WH018,P00534,428,344,2023-08-17
WH019,P00461,72,2,2022-08-23
WH018,P00885,53,46,2024-08-27
WH018,P00167,437,331,2023-08-31
WH015,P01784,400,219,2024-10-02
WH003,P01888,287,5,2024-04-29
WH020,P00341,10,5,2024-04-04
WH019,P00358,349,320,2022-05-03
WH019,P00021,456,454,2023-10-16
WH010,P00470,305,48,2024-01-22
WH002,P00509,365,344,2024-11-21
WH014,P01536,394,49,2024-06-06
WH007,P01753,73,62,2023-12-18
WH002,P00504,458,458,2023-03-01
WH019,P01985,341,25,2024-08-14
WH011,P01061,247,235,2024-09-15
WH001,P01945,407,243,2023-01-31
WH006,P00947,326,287,2024-06-23
WH009,P00404,386,189,2023-06-10
WH001,P01590,424,182,2024-11-27
WH004,P01927,265,61,2024-10-24
WH019,P00714,221,19,2023-05-03
WH006,P01236,446,308,2023-11-24
WH018,P00473,300,47,2024-10-26
WH017,P00061,270,29,2023-04-16
WH017,P01758,481,113,2022-09-25
WH017,P00380,308,131,2023-01-10
WH010,P00542,410,258,2023-10-13
WH015,P01419,100,70,2023-10-17
WH006,P00385,50,35,2022-03-13
WH013,P00699,231,21,2023-10-01
WH013,P01503,374,292,2022-11-12
WH016,P01293,14,5,2022-06-01
WH014,P01529,176,139,2024-06-01
WH018,P01397,410,89,2023-12-20
WH010,P00790,203,126,2024-10-11
WH006,P01905,278,268,2023-05-30
WH005,P01250,390,274,2024-04-03
WH015,P00965,419,239,2023-01-19
WH004,P00658,484,361,2022-04-22
WH016,P00724,207,5,2022-06-23
WH003,P01384,260,156,2022-03-22
WH004,P00377,389,271,2023-05-14
WH012,P00668,225,129,2022-04-12
WH016,P00382,214,19,2022-11-09
WH014,P00496,284,86,2024-07-15
WH013,P01087,485,428,2024-05-28
WH005,P01998,36,21,2022-03-15
WH005,P00689,104,42,2022-10-04
WH005,P01551,420,174,2024-03-03
WH009,P00583,449,441,2023-08-22
WH001,P01802,401,321,2024-04-23
WH006,P00072,25,2,2023-11-27
WH020,P01037,284,110,2022-04-20
WH010,P00095,461,340,2022-07-07
WH002,P00478,195,191,2024-05-17
WH002,P01597,488,224,2024-10-08
WH016,P00877,4,4,2022-07-10
WH010,P01452,488,37,2022-02-20
WH007,P01412,434,42,2022-10-04
WH003,P00103,338,266,2023-04-30
WH017,P00396,352,302,2024-07-22
WH018,P01632,388,17,2023-06-26
WH002,P01399,186,131,2022-01-12
WH010,P00390,175,9,2023-06-11
WH013,P01834,358,240,2022-07-17
WH009,P00886,450,78,2022-01-24
WH011,P00962,391,390,2023-11-12
WH008,P00120,432,287,2023-09-22
WH019,P00091,482,171,2024-04-29
WH002,P01129,347,253,2022-03-11
WH015,P00257,42,27,2023-04-14
WH006,P01773,97,97,2024-02-12
WH009,P00644,285,225,2024-10-18
WH009,P01510,27,23,2022-01-03
WH010,P00769,80,64,2022-09-14
WH001,P01165,85,78,2024-03-31
WH006,P00915,118,28,2022-07-26
WH004,P01376,484,454,2024-08-18
WH015,P00166,217,12,2024-12-01
WH017,P00025,20,7,2024-09-09
WH019,P00834,64,32,2024-03-13
WH001,P00508,316,287,2024-07-19
WH009,P01019,227,8,2024-08-13
WH015,P01948,309,182,2022-04-04
WH006,P01900,246,162,2024-09-16
WH020,P01897,254,235,2022-12-19
WH001,P01998,173,39,2022-01-25
WH002,P01478,34,32,2022-09-02
WH013,P00512,411,76,2023-07-28
WH012,P00498,366,44,2022-04-28
WH005,P01501,129,109,2023-03-22
WH008,P01069,251,139,2023-01-15
WH020,P01595,288,81,2023-06-29
WH019,P00488,193,167,2023-06-13
WH003,P00993,377,84,2022-09-26
WH016,P00852,204,19,2023-01-22
WH004,P00974,378,153,2022-07-31
WH008,P00908,377,94,2023-02-05
WH007,P01066,342,86,2024-05-29
WH018,P00896,302,237,2022-12-22
WH008,P01962,53,8,2024-10-25
WH009,P01811,348,34,2024-07-22
WH004,P00496,157,48,2023-05-14
WH001,P01165,315,24,2022-01-29
WH015,P01059,249,154,2023-08-30
WH018,P01338,429,27,2024-07-16
WH009,P01262,441,73,2023-04-16
WH002,P01713,352,87,2024-06-18
WH006,P01438,297,114,2023-11-06
WH004,P00043,297,92,2023-08-02
WH002,P01406,250,76,2023-01-19
WH014,P00483,49,4,2022-07-10
WH002,P01125,125,94,2024-04-22
WH001,P00568,135,78,2022-08-31
WH018,P00356,389,356,2022-03-27
WH011,P01575,475,96,2023-09-11
WH004,P00088,25,17,2023-02-28
WH007,P00531,114,33,2022-06-13
WH016,P01086,430,429,2022-04-28
WH006,P00873,413,311,2024-07-09
WH017,P00951,449,97,2024-07-11
WH007,P00586,184,10,2022-06-17
WH008,P00086,408,155,2022-05-29
WH019,P00462,281,206,2023-05-06
WH018,P01289,115,64,2023-07-12
WH013,P00589,102,87,2022-01-09
WH014,P00153,15,3,2023-12-23
WH020,P01950,116,23,2024-10-22
WH017,P00758,338,317,2023-12-02
WH013,P01110,439,326,2023-09-26
WH014,P01864,262,48,2023-08-01
WH003,P00339,201,43,2024-02-16
WH018,P01477,196,169,2024-05-09
WH020,P01098,454,91,2022-11-15
WH005,P00813,4,0,2024-08-06
WH007,P01545,158,63,2024-04-16
WH001,P01035,76,28,2024-08-28
WH009,P01034,445,302,2023-12-30
WH020,P00546,374,135,2022-07-05
WH001,P00929,110,50,2022-01-19
WH005,P01349,287,197,2024-03-02
WH005,P01728,0,0,2024-12-10
WH019,P01593,220,91,2023-03-12
WH007,P00469,312,80,2022-06-16
WH013,P01721,493,22,2022-12-10
WH001,P00967,195,8,2023-10-08
WH015,P00187,341,220,2024-10-30
WH016,P01362,191,74,2024-12-14
WH002,P01175,413,214,2023-03-26
WH012,P00448,59,18,2022-06-09
WH017,P00592,317,178,2022-05-22
WH019,P01352,187,26,2022-03-16
WH014,P01485,301,16,2022-08-09
WH011,P01175,133,75,2022-12-25
WH006,P01807,418,171,2023-02-26
WH014,P00597,67,43,2022-03-02
WH011,P01518,26,24,2024-07-27
WH012,P01933,11,1,2022-10-30
WH004,P00464,295,142,2022-06-05
WH002,P00364,271,125,2024-04-23
WH002,P00430,169,139,2022-08-02
WH014,P00242,190,179,2024-11-16
WH001,P01671,77,24,2024-02-11
WH014,P01322,225,101,2023-06-16
WH005,P01889,332,331,2024-09-20
WH013,P01251,197,102,2022-02-28
WH014,P01884,413,44,2023-08-13
WH020,P00965,71,14,2024-04-14
WH005,P01635,295,136,2023-10-23
WH004,P00535,332,6,2023-05-20
WH007,P00611,316,281,2024-02-11
WH012,P01732,183,120,2023-01-02
WH012,P00133,488,149,2024-01-13
WH019,P00760,156,137,2022-06-04
WH006,P00151,210,183,2022-03-23
WH018,P01837,62,42,2023-12-17
WH020,P00421,161,29,2023-07-06
WH015,P00901,447,247,2022-05-02
WH001,P01248,476,292,2023-10-18
WH006,P00852,41,16,2024-03-13
WH009,P00323,394,158,2024-04-20
WH020,P00893,124,63,2023-05-13
WH007,P01181,426,10,2023-11-23
WH018,P01575,148,72,2024-05-03
WH016,P00157,255,191,2022-05-02
WH017,P01912,372,11,2024-12-18
WH015,P00009,24,20,2023-10-08
WH008,P00046,28,23,2022-11-01
WH001,P00038,3,0,2023-10-18
WH010,P00130,339,78,2024-08-14
WH011,P00363,316,160,2022-03-03
WH012,P00873,493,32,2022-09-22
WH019,P01620,261,167,2024-06-25
WH006,P01324,268,179,2022-04-29
WH004,P00062,449,289,2024-06-26
WH011,P00964,291,133,2024-12-18
WH005,P00258,176,43,2024-11-23
WH011,P01432,332,115,2024-01-23
WH011,P00949,67,33,2024-08-31
WH007,P00698,217,2,2023-02-25
WH009,P00120,461,426,2024-09-05
WH007,P01219,486,214,2023-01-31
WH004,P00410,435,252,2023-12-01
WH006,P00267,207,74,2023-03-08
WH018,P00095,58,16,2024-12-14
WH003,P00790,313,256,2024-09-10
WH015,P00002,224,38,2024-05-08
WH004,P00366,497,259,2023-04-12
WH014,P01552,321,182,2024-09-28
WH017,P00009,94,22,2023-09-02
WH013,P00727,235,49,2023-06-07
WH007,P01310,140,128,2023-08-12
WH011,P01417,458,125,2023-06-21
WH008,P00448,120,54,2023-08-05
WH015,P00128,14,5,2023-01-02
WH020,P00045,236,47,2022-08-31
WH014,P01462,236,53,2022-07-17
WH002,P00891,49,39,2024-07-20
WH020,P00382,200,14,2022-09-15
WH001,P01458,232,156,2024-11-30
WH005,P01334,412,46,2022-08-08
WH010,P00659,222,77,2022-03-11
WH015,P01381,367,95,2022-07-22
WH008,P00125,324,61,2024-12-26
WH008,P00078,105,53,2022-04-24
WH009,P01487,358,349,2024-10-18
WH010,P00007,335,274,2024-12-05
WH019,P00456,147,137,2022-09-29
WH016,P00765,59,30,2022-06-10
WH008,P01667,283,264,2022-05-10
WH014,P01265,450,371,2023-03-27
WH019,P01583,323,156,2024-03-08
WH006,P00621,483,12,2023-07-06
WH018,P00829,115,16,2022-07-20
WH017,P01047,146,107,2022-01-09
WH013,P00414,383,249,2024-06-04
WH008,P00119,307,298,2022-01-13
WH003,P01232,197,147,2022-09-10
WH010,P01145,32,18,2024-09-05
WH016,P00398,364,307,2022-09-30
WH001,P01938,489,398,2023-03-20
WH013,P01447,478,384,2024-03-01
WH014,P00770,347,176,2022-11-05
WH010,P00495,122,106,2023-07-23
WH001,P00138,309,140,2022-05-15
WH003,P01027,97,26,2022-04-21
WH008,P01445,433,211,2023-02-14
WH001,P00639,82,30,2023-11-19
WH020,P01132,448,83,2024-09-17
WH005,P01770,108,73,2023-06-21
WH011,P00846,246,226,2022-11-02
WH002,P01711,478,21,2024-03-11
WH003,P01357,492,437,2024-04-18
WH016,P00089,400,6,2024-04-22
WH005,P01969,234,211,2023-01-02
WH003,P00926,152,144,2022-07-01
WH016,P01501,336,50,2023-12-24
WH003,P00837,142,82,2022-05-12
WH006,P00129,432,96,2024-11-08
WH012,P01873,478,418,2022-04-26
WH002,P00519,78,32,2023-01-11
WH012,P00802,376,335,2024-03-20
WH016,P00199,161,37,2022-03-31
WH006,P00924,349,10,2023-02-25
WH010,P01348,419,60,2022-03-26
WH011,P01175,261,13,2022-10-20
WH008,P00669,474,273,2022-04-03
WH009,P00669,219,16,2024-09-17
WH005,P01209,164,113,2024-08-18
WH008,P00414,487,384,2023-12-21
WH014,P00478,458,128,2024-11-19
WH016,P00352,196,38,2024-02-23
WH002,P01814,210,174,2024-12-05
WH012,P00457,173,28,2024-05-04
WH003,P01471,326,267,2024-06-14
WH011,P00527,366,353,2022-09-14
WH010,P01169,381,67,2024-12-20
WH019,P00272,470,464,2024-05-03
WH007,P00867,117,40,2023-04-23
WH002,P00904,119,64,2022-06-16
WH009,P01166,398,277,2022-10-21
WH014,P00838,477,266,2022-08-15
WH001,P01889,341,165,2022-03-20
WH010,P00155,434,402,2022-08-13
WH007,P01071,291,198,2022-05-04
WH018,P01312,284,38,2024-01-03
WH013,P00092,361,230,2024-12-26
WH010,P01539,152,28,2023-12-26
WH008,P01018,59,10,2022-10-11
WH015,P00224,413,111,2024-12-14
WH012,P01927,275,190,2023-01-23
WH002,P01527,154,6,2024-05-24
WH004,P00142,458,312,2022-04-28
WH013,P01174,319,88,2023-05-18
WH006,P01649,267,23,2023-07-03
WH018,P00016,127,96,2023-03-29
WH019,P01351,212,165,2024-08-22
WH020,P01487,171,122,2022-03-19
WH004,P00110,359,248,2022-04-15
WH016,P00552,323,275,2022-10-08
WH016,P01615,264,134,2023-04-28
WH015,P01580,135,2,2022-08-23
WH012,P00604,320,228,2024-06-01
WH001,P00202,31,0,2023-03-18
WH003,P01417,153,90,2024-12-27
WH006,P00604,271,246,2024-03-20
WH011,P01377,157,105,2022-04-02
WH014,P01399,317,178,2023-07-19
WH008,P00517,200,37,2022-03-25
WH007,P01192,219,137,2024-03-31
WH014,P01498,223,177,2024-03-01
WH018,P00372,489,169,2024-02-23
WH002,P00144,293,214,2022-05-04
WH010,P01066,102,102,2024-01-08
WH010,P00321,477,63,2022-05-09
WH013,P01571,32,20,2024-09-23
WH006,P01843,124,0,2024-12-16
WH017,P00425,190,138,2023-04-21
WH010,P00975,122,0,2023-09-05
WH012,P01837,9,0,2022-11-28
WH013,P01020,216,189,2023-07-09
WH001,P01815,49,13,2024-01-07
WH014,P00882,290,221,2022-05-21
WH004,P00933,182,79,2024-02-11
WH011,P01199,225,182,2022-08-12
WH007,P00734,154,34,2022-02-05
WH003,P01584,447,13,2024-05-22
WH010,P00290,270,95,2022-12-09
WH018,P00386,39,19,2024-04-29
WH016,P01186,439,402,2024-08-13
WH013,P01218,427,398,2022-09-04
WH003,P00886,102,72,2023-01-20
WH004,P01488,89,8,2024-12-08
WH003,P00993,259,179,2022-12-22
WH017,P01459,195,164,2022-05-23
WH017,P01032,8,4,2023-05-08
WH013,P00504,296,56,2024-08-20
WH013,P00629,283,3,2024-10-11
WH015,P01813,304,196,2022-07-30
WH018,P00372,332,274,2022-06-28
WH013,P00235,409,9,2022-04-08
WH012,P00534,250,238,2023-05-18
WH014,P00671,419,373,2022-12-29
WH002,P01445,359,323,2022-08-23
WH005,P00899,332,153,2024-05-03
WH009,P01560,443,346,2023-11-17
WH010,P01049,390,283,2024-10-20
WH006,P00616,406,176,2024-05-08
WH012,P00275,6,6,2023-04-21
WH020,P01000,102,27,2022-06-22
WH018,P01343,261,197,2024-11-29
WH004,P00492,240,166,2024-12-22
WH010,P01654,244,117,2022-06-04
WH013,P01852,283,132,2024-02-05
WH002,P01085,5,4,2022-08-08
WH011,P01790,326,32,2022-06-28
WH002,P01310,227,27,2024-03-27
WH014,P01935,349,66,2024-10-14
WH010,P00149,436,401,2024-06-29
WH001,P01903,369,347,2022-01-16
WH013,P00139,383,347,2024-01-09
WH015,P01798,260,149,2023-04-27
WH020,P00702,313,184,2023-02-14
WH003,P01385,221,191,2024-01-11
WH004,P00165,291,148,2024-08-25
WH020,P00281,271,4,2022-06-10
WH020,P00321,439,231,2024-06-13
WH009,P01255,136,120,2023-02-27
WH017,P01164,183,117,2023-06-17
WH013,P00530,469,46,2022-02-16
WH015,P00132,78,67,2023-07-02
WH018,P00110,136,94,2022-11-26
WH012,P00661,281,242,2022-06-26
WH014,P01279,109,101,2024-11-10
WH010,P00674,321,148,2023-08-13
WH002,P01747,290,260,2024-01-21
WH003,P00954,302,78,2024-07-31
WH009,P00010,416,294,2024-05-05
WH003,P00299,314,39,2022-08-22
WH005,P00718,53,10,2023-07-03
WH018,P00305,259,35,2023-09-26
WH010,P01974,88,56,2024-03-01
WH017,P01051,85,85,2022-03-03
WH012,P00461,101,50,2023-06-26
WH020,P01746,383,365,2023-12-10
WH006,P01738,47,46,2022-12-25
WH007,P01040,225,224,2024-07-19
WH003,P00027,126,121,2024-09-07
WH013,P00115,387,195,2023-05-12
WH007,P01645,415,278,2022-10-31
WH008,P00297,281,234,2024-08-30
WH016,P01287,173,150,2024-12-09
WH014,P00661,103,90,2023-04-10
WH003,P01391,367,24,2022-02-20
WH016,P01892,16,6,2022-06-10
WH015,P00481,90,81,2022-04-07
WH002,P00052,444,158,2023-09-25
WH008,P01099,483,405,2022-04-11
WH005,P01405,285,215,2023-08-03
WH005,P00635,136,5,2022-09-25
WH005,P00112,378,323,2024-08-28
WH004,P00711,48,33,2024-03-27
WH010,P01923,428,295,2024-06-10
WH016,P01159,218,100,2024-12-21
WH019,P00606,356,56,2022-06-15
WH020,P01841,41,5,2022-03-14
WH011,P00332,25,20,2023-03-19
WH017,P01709,36,20,2023-01-02
WH006,P00588,260,187,2022-06-16
WH019,P00603,466,283,2024-02-12
WH020,P00637,453,34,2022-07-29
WH007,P00490,191,118,2024-05-02
WH013,P00030,276,72,2023-01-24
WH007,P00680,292,218,2024-10-06
WH004,P01848,252,159,2023-03-17
WH016,P01394,257,180,2024-09-11
WH007,P00368,376,109,2022-04-26
WH004,P00954,307,104,2022-02-05
WH007,P01278,377,200,2024-07-22
WH008,P01538,274,237,2024-05-29
WH006,P01210,372,94,2023-12-29
WH013,P01376,252,48,2023-04-23
WH018,P01989,138,84,2023-06-12
WH016,P01604,478,101,2023-03-18
WH018,P00188,253,229,2024-04-26
WH007,P01409,99,42,2023-02-28
WH007,P00492,287,146,2024-10-05
WH015,P01589,158,85,2024-01-22
WH016,P00335,217,44,2024-05-10
WH004,P01312,282,241,2022-08-09
WH015,P00193,105,105,2022-06-24
WH004,P00275,471,197,2022-11-17
WH003,P00584,153,122,2023-04-28
WH018,P00695,429,177,2024-01-16
WH020,P01623,268,183,2022-05-29
WH009,P00043,334,190,2022-06-16
WH020,P00439,174,123,2024-03-19
WH001,P01368,147,92,2024-07-29
WH018,P01463,392,82,2024-04-13
WH003,P00299,336,91,2023-01-05
WH017,P01570,129,74,2023-08-04
WH007,P01556,377,49,2023-01-08
WH020,P01287,218,15,2022-10-22
WH012,P01621,404,138,2024-04-05
WH020,P00592,55,55,2024-06-30
WH015,P01186,172,143,2024-01-21
WH005,P01718,33,27,2022-04-30
WH020,P01949,181,51,2023-11-09
WH016,P01058,394,358,2023-03-11
WH005,P00450,48,14,2023-09-29
WH010,P00047,186,10,2023-06-01
WH002,P01108,164,59,2024-11-02
WH011,P01360,100,98,2022-07-08
WH007,P01594,137,39,2024-04-09
WH016,P01461,128,11,2023-12-10
WH020,P00793,123,97,2023-02-14
WH005,P01493,231,16,2024-11-03
WH005,P00527,399,41,2023-05-12
WH011,P00634,65,23,2022-10-05
WH002,P01976,223,198,2024-10-25
WH010,P00949,170,116,2024-03-14
WH002,P00327,340,263,2023-01-15
WH005,P00143,15,14,2023-08-30
WH019,P01726,459,403,2023-12-01
WH006,P00738,90,69,2022-02-28
WH004,P01171,37,21,2023-12-17
WH007,P01805,252,144,2024-05-21
WH010,P00164,313,194,2022-10-13
WH006,P00250,80,26,2022-08-11
WH014,P00399,306,14,2023-02-22
WH004,P01748,34,7,2024-11-13
WH002,P00763,148,77,2024-06-24
WH002,P01699,221,204,2023-12-14
WH018,P00232,58,49,2023-04-09
WH010,P01681,280,190,2024-05-18
WH017,P01689,85,41,2023-02-04
WH019,P01717,466,324,2023-07-19
WH014,P01307,57,44,2023-07-05
WH007,P00558,256,177,2023-06-04
WH008,P01449,274,172,2023-02-18
WH007,P00864,383,360,2024-08-08
WH005,P01312,329,143,2023-10-18
WH010,P01311,38,7,2023-06-03
WH018,P00212,472,441,2022-01-09
WH010,P00168,51,30,2023-10-12
WH004,P00321,359,38,2023-01-03
WH020,P00754,103,11,2022-11-19
WH016,P01695,499,93,2023-02-02
WH005,P00933,201,53,2022-05-28
WH001,P01773,136,114,2022-02-20
WH019,P01563,120,4,2023-01-02
WH003,P00155,40,26,2022-07-27
WH018,P01155,456,208,2022-09-21
WH007,P01175,445,56,2024-10-17
WH002,P00900,142,1,2024-10-31
WH012,P01671,221,149,2022-04-02
WH013,P01600,78,77,2024-11-30
WH009,P00532,96,54,2022-01-27
WH010,P00488,318,59,2024-01-09
WH002,P01900,460,293,2022-11-26
WH009,P01454,194,105,2024-07-14
WH009,P01703,266,265,2022-04-21
WH015,P00490,107,46,2024-05-04
WH003,P01110,19,17,2022-07-02
WH006,P00798,447,216,2022-08-08
WH017,P00263,397,191,2022-11-13
WH019,P00511,471,130,2024-11-27
WH015,P00638,218,167,2023-09-29
WH016,P00023,161,47,2024-04-26
WH008,P01340,317,110,2024-01-11
WH008,P00239,475,57,2022-03-03
WH016,P01487,127,66,2024-01-31
WH007,P01242,311,19,2022-09-07
WH018,P00774,298,296,2023-04-24
WH016,P01774,37,29,2022-04-01
WH007,P01800,481,273,2024-01-05
WH003,P01877,359,241,2023-10-25
WH001,P00774,59,25,2022-09-07
WH004,P01036,483,263,2024-11-04
WH003,P00017,262,138,2022-12-28
WH001,P01073,281,221,2022-04-22
WH015,P01552,105,36,2023-10-29
WH007,P00718,332,25,2023-02-10
WH018,P00891,251,208,2024-01-25
WH002,P00433,459,106,2022-01-02
WH017,P01826,49,2,2024-12-18
WH014,P01536,212,117,2022-01-02
WH013,P00156,98,38,2023-10-14
WH011,P00973,388,106,2023-07-22
WH011,P01049,308,202,2022-04-06
WH005,P01818,34,10,2024-01-20
WH011,P00530,74,72,2024-01-03
WH006,P01986,19,12,2024-04-09
WH003,P01654,155,53,2023-08-22
WH005,P00106,50,8,2023-07-04
WH005,P00892,461,147,2024-06-04
WH007,P00250,277,14,2023-01-29
WH009,P01391,490,314,2024-06-16
WH013,P01854,84,77,2023-11-01
WH012,P01921,119,21,2023-02-07
WH016,P01056,194,45,2024-11-10
WH008,P01999,471,251,2023-10-12
WH019,P00064,425,342,2024-12-30
WH020,P00424,202,34,2023-11-14
WH003,P01939,485,449,2024-11-10
WH003,P01567,281,250,2023-01-10
WH005,P00675,221,162,2023-08-26
WH001,P00234,432,163,2024-10-29
WH006,P00921,164,74,2022-05-27
WH019,P01117,114,9,2023-02-27
WH015,P01697,171,78,2023-08-05
WH001,P01685,281,211,2022-09-22
WH001,P01736,116,55,2024-06-17
WH006,P01885,295,290,2022-05-27
WH001,P00893,401,228,2022-03-14
WH004,P00607,84,8,2022-10-25
WH002,P01231,229,31,2023-06-06
WH005,P00869,282,16,2022-06-25
WH015,P01684,118,4,2022-05-05
WH008,P01104,51,5,2023-08-19
WH009,P01331,177,153,2024-08-11
WH007,P00173,87,2,2023-04-09
WH010,P00315,43,4,2023-01-12
WH003,P01797,356,245,2024-10-16
WH013,P00183,477,354,2023-02-09
WH010,P01122,250,148,2023-04-05
WH014,P00578,259,58,2023-02-13
WH001,P00659,60,33,2024-12-30
WH020,P00640,27,16,2023-10-11
WH012,P01428,160,100,2022-01-22
WH006,P00431,311,131,2024-02-03
WH013,P01309,413,18,2022-10-25
WH016,P01730,147,0,2023-10-03
WH006,P01778,258,118,2023-09-10
WH003,P00225,281,195,2022-07-06
WH007,P00226,240,42,2023-08-17
WH017,P01117,239,147,2024-09-22
WH016,P01820,97,40,2022-08-09
WH018,P01725,203,159,2024-04-10
WH009,P00481,292,156,2023-08-10
WH007,P01814,453,243,2023-02-13
WH004,P01624,198,111,2023-04-19
WH009,P00279,460,280,2023-09-19
WH010,P01394,239,51,2023-06-23
WH004,P01798,214,102,2024-12-27
WH006,P01318,438,260,2023-04-04
WH016,P01120,278,269,2024-09-22
WH017,P00409,217,127,2023-01-07
WH007,P01864,206,134,2023-01-02
WH012,P00198,83,18,2024-07-30
WH011,P01633,277,236,2024-03-26
WH013,P00768,209,42,2024-05-20
WH018,P01675,37,35,2023-09-12
WH016,P01829,339,273,2022-10-20
WH009,P00158,373,255,2022-12-28
WH009,P01691,177,75,2023-09-15
WH005,P00015,166,37,2024-01-29
WH008,P00994,65,33,2023-10-29
WH001,P00226,96,61,2023-08-31
WH009,P01562,114,5,2022-07-14
WH003,P01621,282,112,2023-10-14
WH018,P01248,6,2,2022-02-14
WH007,P00218,10,3,2022-10-09
WH019,P01050,282,124,2023-08-21
WH012,P00156,85,19,2022-01-16
WH001,P00395,329,217,2023-02-26
WH020,P00685,363,275,2023-06-14
WH020,P00676,58,36,2022-10-14
WH020,P01026,258,135,2023-11-21
WH015,P00947,145,37,2023-04-15
WH014,P01898,285,223,2023-09-04
WH001,P00596,334,330,2024-08-03
WH014,P01475,146,109,2023-08-26
WH013,P00064,408,106,2022-04-23
WH007,P00697,249,139,2023-12-19
WH019,P00394,464,417,2022-07-11
WH020,P01982,6,2,2024-11-24
WH005,P00527,296,177,2023-03-03
WH002,P01207,49,8,2024-01-27
WH009,P00257,396,235,2023-11-16
WH006,P01820,12,0,2024-02-25
WH006,P01473,278,40,2024-08-09
WH013,P01935,310,290,2023-09-04
WH015,P01133,432,208,2023-10-26
WH012,P00260,491,155,2024-10-26
WH010,P01934,394,274,2022-08-16
WH012,P00296,292,203,2022-04-12
WH010,P01574,50,3,2023-03-09
WH011,P00211,298,185,2023-06-24
WH004,P01298,239,196,2024-01-27
WH020,P00376,151,129,2024-03-08
WH012,P01065,191,83,2023-08-27
WH002,P00330,284,64,2024-04-28
WH007,P01689,258,110,2024-07-17
WH018,P00339,34,8,2023-11-12
WH020,P00452,339,275,2023-02-14
WH016,P01521,287,144,2023-12-22
WH003,P01288,151,114,2022-09-30
WH010,P01785,476,282,2022-09-09
WH020,P01288,67,11,2023-10-03
WH010,P01738,223,203,2024-02-15
WH015,P01504,421,1,2023-04-23
WH005,P00850,342,195,2022-02-12
WH011,P01156,334,37,2024-03-16
WH006,P00663,179,153,2024-05-15
WH007,P01926,267,7,2022-05-09
WH013,P00547,323,8,2022-01-30
WH006,P01631,475,30,2022-02-27
WH018,P00295,292,227,2022-01-26
WH019,P01201,448,96,2023-06-14
WH014,P00286,180,108,2022-08-01
WH015,P01749,481,216,2023-03-26
WH002,P00046,31,20,2022-12-24
WH005,P01119,70,20,2024-02-01
WH013,P00434,458,217,2022-06-23
WH015,P00991,321,295,2022-09-05
